"specphe.name"	"specphe.locusId"	"specphe.lrn"	"specphe.t"	"specphe.short"	"specphe.Group"	"specphe.Condition_1"	"specphe.Concentration_1"	"specphe.Units_1"	"specphe.Condition_2"	"specphe.Concentration_2"	"specphe.Units_2"
"71"	"set1IT019"	18416	-1.87796151732582	-6.40577432162878	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"72"	"set1IT019"	1936971	-1.32432498859609	-10.4513620588908	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"73"	"set1IT020"	14349	-1.67707208092004	-5.16559175468438	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"74"	"set1IT020"	14538	-1.54010790364954	-7.83905877677484	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"75"	"set1IT020"	14720	-2.55993099273782	-11.5993790904656	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"76"	"set1IT020"	15090	-1.28691447073032	-5.61211774226286	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"77"	"set1IT020"	15188	2.41398357116292	12.1480896951189	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"78"	"set1IT020"	17129	-1.76783435287121	-6.0291043589613	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"79"	"set1IT020"	17303	-2.25099529586353	-10.5587526425076	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"80"	"set1IT020"	17347	-1.28496300077823	-6.48419552298512	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"81"	"set1IT020"	17448	-1.05519332647773	-5.25589335054062	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"82"	"set1IT020"	18416	-2.39717532969458	-5.79783026715546	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"83"	"set1IT020"	1936971	-1.36971341902747	-11.186843411747	"a-Ketoglutaric (C)"	"carbon source"	"a-Ketoglutaric acid disodium salt hydrate"	20	"mM"	NA	NA	NA
"84"	"set1IT021"	17167	-1.55963925625397	-9.62936210919301	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"85"	"set1IT021"	17168	-1.24164936308783	-8.02264081222155	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"86"	"set1IT021"	17517	1.61350840219554	12.6174996229173	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"87"	"set1IT021"	17519	1.19000177344068	8.44181366169534	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"88"	"set1IT021"	17584	1.95790931249728	16.2527376977428	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"89"	"set1IT021"	17587	-4.57605908045112	-16.8332271105701	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"90"	"set1IT021"	18346	-4.33431221570813	-13.5654074200661	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"91"	"set1IT021"	1937025	1.49126132209272	12.7320695976297	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"92"	"set1IT022"	17167	-1.6728675921508	-10.2023412583393	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"93"	"set1IT022"	17168	-1.44490245385209	-9.64083502890598	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"94"	"set1IT022"	17515	1.53532895207162	10.5269362189241	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"95"	"set1IT022"	17517	1.56463742783658	12.8383588713731	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"96"	"set1IT022"	17519	1.24578073739467	8.50834224510587	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"97"	"set1IT022"	17584	1.95505450923588	16.3074699130332	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"98"	"set1IT022"	17587	-4.51132994251476	-17.4181174204436	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"99"	"set1IT022"	18346	-4.16973089444233	-13.5391965464741	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"100"	"set1IT022"	1937025	1.371847207316	11.4051537497927	"D-Glucuronic Acid (C)"	"carbon source"	"D-Glucuronic Acid"	20	"mM"	NA	NA	NA
"101"	"set1IT023"	15087	-1.44970812131451	-6.87730661168808	"D-Gluconic Acid (C)"	"carbon source"	"D-Gluconic Acid sodium salt"	20	"mM"	NA	NA	NA
"102"	"set1IT023"	15969	-1.65061846433005	-8.17764691143579	"D-Gluconic Acid (C)"	"carbon source"	"D-Gluconic Acid sodium salt"	20	"mM"	NA	NA	NA
"103"	"set1IT023"	17498	-1.62490273421807	-6.2802136046652	"D-Gluconic Acid (C)"	"carbon source"	"D-Gluconic Acid sodium salt"	20	"mM"	NA	NA	NA
"104"	"set1IT023"	1937013	-2.76972510484406	-15.4404841711359	"D-Gluconic Acid (C)"	"carbon source"	"D-Gluconic Acid sodium salt"	20	"mM"	NA	NA	NA
"105"	"set1IT024"	15087	-1.50835771918916	-7.48992662778141	"D-Gluconic Acid (C)"	"carbon source"	"D-Gluconic Acid sodium salt"	20	"mM"	NA	NA	NA
"106"	"set1IT024"	15969	-1.71331480755514	-8.39082529451878	"D-Gluconic Acid (C)"	"carbon source"	"D-Gluconic Acid sodium salt"	20	"mM"	NA	NA	NA
"107"	"set1IT024"	1937013	-2.2792778755043	-14.5262035621943	"D-Gluconic Acid (C)"	"carbon source"	"D-Gluconic Acid sodium salt"	20	"mM"	NA	NA	NA
"108"	"set1IT025"	17422	-1.87022823710682	-11.8997829341772	"D-Glucose-6-Phosphate (C)"	"carbon source"	"D-Glucose-6-Phosphate sodium salt"	20	"mM"	NA	NA	NA
"109"	"set1IT025"	17726	-1.48346869349048	-9.53055158041193	"D-Glucose-6-Phosphate (C)"	"carbon source"	"D-Glucose-6-Phosphate sodium salt"	20	"mM"	NA	NA	NA
"110"	"set1IT025"	17729	-1.18959297904993	-6.93766129641437	"D-Glucose-6-Phosphate (C)"	"carbon source"	"D-Glucose-6-Phosphate sodium salt"	20	"mM"	NA	NA	NA
"111"	"set1IT026"	17422	-1.77837425917206	-11.8888907553266	"D-Glucose-6-Phosphate (C)"	"carbon source"	"D-Glucose-6-Phosphate sodium salt"	20	"mM"	NA	NA	NA
"112"	"set1IT026"	17727	-1.17732065282312	-7.25224966195406	"D-Glucose-6-Phosphate (C)"	"carbon source"	"D-Glucose-6-Phosphate sodium salt"	20	"mM"	NA	NA	NA
"113"	"set1IT027"	14343	-1.40303976662941	-5.20967206132228	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"114"	"set1IT027"	14720	-1.46547084303625	-5.44665703167116	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"115"	"set1IT027"	15638	-1.30984690157474	-6.21327840696395	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"116"	"set1IT027"	16014	-1.36238329360298	-8.37908808025243	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"117"	"set1IT027"	16874	-3.59964000624467	-5.89624296222847	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"118"	"set1IT027"	18043	-4.64912525915357	-7.75302359287201	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"119"	"set1IT027"	18044	1.45511377763167	5.66284833999809	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"120"	"set1IT027"	18097	-2.12100149277239	-9.86977253355119	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"121"	"set1IT027"	18169	1.10519553224532	6.98908626156259	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"122"	"set1IT027"	18215	-2.39968083380808	-6.51326922163096	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"123"	"set1IT027"	18417	-1.90287324303536	-9.19130042984003	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"124"	"set1IT027"	1937264	-1.4769677502032	-7.99234258303538	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"125"	"set1IT028"	14720	-1.40058170342052	-6.32125746762835	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"126"	"set1IT028"	15242	-1.9746834378671	-5.62867308853998	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"127"	"set1IT028"	15989	-1.59804404346256	-5.05790332633988	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"128"	"set1IT028"	16014	-1.12078540938071	-7.65715400634732	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"129"	"set1IT028"	16874	-3.11120959746496	-5.71705928119501	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"130"	"set1IT028"	17487	-1.52941235484309	-5.99004106100972	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"131"	"set1IT028"	18043	-4.65615701212782	-8.91368939382372	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"132"	"set1IT028"	18097	-1.68117419324134	-9.26941896227062	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"133"	"set1IT028"	18417	-1.83912780156165	-8.51438659768494	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"134"	"set1IT028"	1937204	-1.04891575754106	-6.00365294783589	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"135"	"set1IT028"	1937264	-1.19611731677347	-6.24818170477708	"acetate (C)"	"carbon source"	"Potassium acetate"	20	"mM"	NA	NA	NA
"136"	"set1IT031"	14472	-1.98893224341623	-6.78624454405342	"D-Lactate (C)"	"carbon source"	"Sodium D-Lactate"	20	"mM"	NA	NA	NA
"137"	"set1IT031"	16241	-1.43719332047233	-7.48373691638725	"D-Lactate (C)"	"carbon source"	"Sodium D-Lactate"	20	"mM"	NA	NA	NA
"138"	"set1IT031"	17664	-3.36077322260163	-17.7652588491736	"D-Lactate (C)"	"carbon source"	"Sodium D-Lactate"	20	"mM"	NA	NA	NA
"139"	"set1IT031"	17665	-1.56082125874652	-7.86852998461126	"D-Lactate (C)"	"carbon source"	"Sodium D-Lactate"	20	"mM"	NA	NA	NA
"140"	"set1IT032"	14472	-1.78230318222473	-8.05378205978173	"D-Lactate (C)"	"carbon source"	"Sodium D-Lactate"	20	"mM"	NA	NA	NA
"141"	"set1IT032"	15188	1.1337959326872	8.30501700302609	"D-Lactate (C)"	"carbon source"	"Sodium D-Lactate"	20	"mM"	NA	NA	NA
"142"	"set1IT032"	16241	-1.31969575822586	-6.2672953702048	"D-Lactate (C)"	"carbon source"	"Sodium D-Lactate"	20	"mM"	NA	NA	NA
"143"	"set1IT032"	17664	-3.34181977706843	-17.437457892005	"D-Lactate (C)"	"carbon source"	"Sodium D-Lactate"	20	"mM"	NA	NA	NA
"144"	"set1IT032"	17665	-1.37274230018243	-5.70123028964962	"D-Lactate (C)"	"carbon source"	"Sodium D-Lactate"	20	"mM"	NA	NA	NA
"145"	"set1IT035"	17664	-3.77259788349783	-18.1440997917453	"D,L-Lactate (C)"	"carbon source"	"Sodium D,L-Lactate"	20	"mM"	NA	NA	NA
"146"	"set1IT035"	17665	-3.13761334155896	-10.9726979996072	"D,L-Lactate (C)"	"carbon source"	"Sodium D,L-Lactate"	20	"mM"	NA	NA	NA
"147"	"set1IT036"	17664	-3.69103955815037	-17.8554708241297	"D,L-Lactate (C)"	"carbon source"	"Sodium D,L-Lactate"	20	"mM"	NA	NA	NA
"148"	"set1IT036"	17665	-2.4453980688038	-9.18967151288536	"D,L-Lactate (C)"	"carbon source"	"Sodium D,L-Lactate"	20	"mM"	NA	NA	NA
"149"	"set1IT037"	15989	-1.56331435119793	-5.16694304396033	"pyruvate (C)"	"carbon source"	"Sodium pyruvate"	20	"mM"	NA	NA	NA
"150"	"set1IT037"	16233	-2.1704956471612	-7.60493364039045	"pyruvate (C)"	"carbon source"	"Sodium pyruvate"	20	"mM"	NA	NA	NA
"151"	"set1IT037"	16234	-1.4298740610526	-7.77644494168488	"pyruvate (C)"	"carbon source"	"Sodium pyruvate"	20	"mM"	NA	NA	NA
"152"	"set1IT037"	18378	-1.44295308566343	-11.9097163649498	"pyruvate (C)"	"carbon source"	"Sodium pyruvate"	20	"mM"	NA	NA	NA
"153"	"set1IT038"	16233	-2.13972765683379	-8.10918705915543	"pyruvate (C)"	"carbon source"	"Sodium pyruvate"	20	"mM"	NA	NA	NA
"154"	"set1IT038"	16234	-1.32363573802931	-7.43403316483413	"pyruvate (C)"	"carbon source"	"Sodium pyruvate"	20	"mM"	NA	NA	NA
"155"	"set1IT038"	18378	-1.57101339913757	-13.4134778530824	"pyruvate (C)"	"carbon source"	"Sodium pyruvate"	20	"mM"	NA	NA	NA
"156"	"set1IT039"	14699	-1.08474551603281	-6.13473388958544	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"157"	"set1IT039"	15320	1.66811840026495	5.74597812546971	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"158"	"set1IT039"	15322	1.27215593995352	6.37480122785876	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"159"	"set1IT039"	15323	1.37854495361949	7.2089938888235	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"160"	"set1IT039"	15600	-3.16096088556597	-5.93029889547988	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"161"	"set1IT039"	15962	-1.55071050200794	-5.11291075951858	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"162"	"set1IT039"	16257	-1.04992403411863	-6.50001876798838	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"163"	"set1IT039"	16260	-1.82210610740484	-6.57842437184276	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"164"	"set1IT039"	17303	-2.88030967593995	-11.3931953857699	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"165"	"set1IT039"	17466	-2.48160235238622	-8.42296867150597	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
